title,id,release_year,main_character_name,main_character_gender,country,main_character_role
Lisztomania,tt0073298,1975,Roger Daltrey,Male,United Kingdom,pianist
Darling,tt0059084,1965,Laurence Harvey,Male,United Kingdom,executive
Marquis de Sade's Justine,tt0075893,1977,Koo Stark,Female,United Kingdom,brothel owner
Carry on Screaming!,tt0060214,1966,Harry H. Corbett,Male,United Kingdom,detective
She,tt0059710,1965,Ursula Andress,Female,United Kingdom,queen
Taste the Blood of Dracula,tt0065073,1970,Christopher Lee,Male,United Kingdom,servant
10 Rillington Place,tt0066730,1971,Richard Attenborough,Male,United Kingdom,tenant
The Brides of Dracula,tt0053677,1960,Peter Cushing,Male,United Kingdom,dr.
Count Dracula,tt0065569,1970,Christopher Lee,Male,United Kingdom,professor
The Tamarind Seed,tt0072253,1974,Julie Andrews,Female,United Kingdom,assistant
The House That Dripped Blood,tt0065854,1971,Denholm Elliott,Male,United Kingdom,writer
Come Play with Me,tt0075868,1977,Irene Handl,Female,United Kingdom,manor
Daleks' Invasion Earth 2150 A.D.,tt0060278,1966,Peter Cushing,Male,United Kingdom,doctor
Scum,tt0200095,1979,Ray Winstone,Male,United Kingdom,intellectual
The Medusa Touch,tt0077921,1978,Richard Burton,Male,United Kingdom,detective
Dr. Terror's House of Horrors,tt0059125,1965,Peter Cushing,Male,United Kingdom,dr.
How I Won the War,tt0061789,1967,Michael Crawford,Male,United Kingdom,officer
Shalako,tt0063592,1968,Sean Connery,Male,United Kingdom,leader
Countess Dracula,tt0065580,1971,Ingrid Pitt,Female,United Kingdom,servant
And Soon the Darkness,tt0065398,1970,Pamela Franklin,Female,United Kingdom,proprietor
The Roman Spring of Mrs. Stone,tt0055382,1961,Vivien Leigh,Female,United Kingdom,actress
Accident,tt0061328,1967,Dirk Bogarde,Male,United Kingdom,tutor
The Freakmaker,tt0070423,1974,Donald Pleasence,Male,United Kingdom,professor
The Crimson Cult,tt0062833,1968,Boris Karloff,Male,United Kingdom,professor
Bunny Lake Is Missing,tt0058997,1965,Laurence Olivier,Male,United Kingdom,superintendent
Island of Terror,tt0060548,1966,Peter Cushing,Male,United Kingdom,dr.
Frankenstein: The True Story,tt0070074,1973,James Mason,Male,United Kingdom,dr.
On the Buses,tt0067528,1971,Reg Varney,Male,United Kingdom,butler
Dr Jekyll & Sister Hyde,tt0068502,1971,Ralph Bates,Male,United Kingdom,dr.
Isadora,tt0063141,1968,Vanessa Redgrave,Female,United Kingdom,dancer
Trog,tt0066492,1970,Joan Crawford,Female,United Kingdom,dr.
Death Line,tt0068458,1972,Donald Pleasence,Male,United Kingdom,inspector
Deep End,tt0066122,1970,Jane Asher,Female,United Kingdom,senior
The V.I.P.s,tt0057634,1963,Elizabeth Taylor,Female,United Kingdom,actress
Billy Liar,tt0056868,1963,Tom Courtenay,Male,United Kingdom,fisher
The Sailor Who Fell from Grace with the Sea,tt0075161,1976,Sarah Miles,Female,United Kingdom,merchant
Hot Millions,tt0063094,1968,Peter Ustinov,Male,United Kingdom,server
See No Evil,tt0067727,1971,Mia Farrow,Female,United Kingdom,guard
And Now for Something Completely Different,tt0066765,1971,Graham Chapman,Male,United Kingdom,restaurant
The Nine Ages of Nakedness,tt0064734,1969,Charles Gray,Male,United Kingdom,narrator
The Loneliness of the Long Distance Runner,tt0056194,1962,Michael Redgrave,Male,United Kingdom,governor
The Rutles: All You Need Is Cash,tt0077147,1978,Eric Idle,Male,United Kingdom,narrator
Summer Holiday,tt0057541,1963,Cliff Richard,Male,United Kingdom,regent
The Charge of the Light Brigade,tt0062790,1968,Trevor Howard,Male,United Kingdom,servant
The Horror of Frankenstein,tt0065851,1970,Ralph Bates,Male,United Kingdom,scientist
The Legend of Frenchie King,tt0067637,1971,Brigitte Bardot,Female,United Kingdom,miller
The Chalk Garden,tt0057933,1964,Deborah Kerr,Female,United Kingdom,governess
The Death Wheelers,tt0067630,1973,Nicky Henson,Male,United Kingdom,leader
The Boy Friend,tt0066858,1971,Twiggy,Female,United Kingdom,assistant
Fright,tt0067119,1971,Susan George,Female,United Kingdom,babysitter
It!,tt0061826,1967,Roddy McDowall,Male,United Kingdom,assistant
Call Me Bwana,tt0056897,1963,Bob Hope,Male,United Kingdom,writer
"The Lion, the Witch & the Wardrobe",tt0079474,1979,Rachel Warren,Male,United Kingdom,professor
Night Creatures,tt0056277,1962,Peter Cushing,Male,United Kingdom,dr.
The Tempest,tt0081613,1979,Peter Bull,Male,United Kingdom,king
Night of the Big Heat,tt0062037,1967,Christopher Lee,Male,United Kingdom,scientist
The Nanny,tt0059496,1965,Bette Davis,Female,United Kingdom,nanny
Up Pompeii,tt0067916,1971,Frankie Howerd,Male,United Kingdom,master
"Mary, Queen of Scots",tt0067402,1971,Vanessa Redgrave,Female,United Kingdom,queen
Alice's Adventures in Wonderland,tt0068190,1972,Fiona Fullerton,Female,United Kingdom,hatter
The War Game,tt0059894,1966,Michael Aspel,Male,United Kingdom,commentator
Seance on a Wet Afternoon,tt0058557,1964,Kim Stanley,Female,United Kingdom,doctor
The Romantic Englishwoman,tt0073634,1975,Glenda Jackson,Female,United Kingdom,writer
The League of Gentlemen,tt0052997,1960,Jack Hawkins,Male,United Kingdom,career
And Now the Screaming Starts!,tt0069715,1973,Peter Cushing,Male,United Kingdom,dr.
Petulia,tt0063426,1968,Julie Christie,Female,United Kingdom,architect
Up the Junction,tt0062426,1968,Suzy Kendall,Female,United Kingdom,heiress
The Cat and the Canary,tt0077304,1978,Honor Blackman,Female,United Kingdom,songwriter
Sweeney!,tt0076788,1977,John Thaw,Male,United Kingdom,detective
Scream of Fear,tt0055505,1961,Susan Strasberg,Female,United Kingdom,heiress
Emily,tt0075985,1976,Koo Stark,Female,United Kingdom,writer
Sunburn,tt0079966,1979,Farrah Fawcett,Female,United Kingdom,investigator
The Trap,tt0061115,1966,Rita Tushingham,Female,United Kingdom,trader
Carry on Doctor,tt0061450,1967,Frankie Howerd,Male,United Kingdom,faith healer
The Leather Boys,tt0057244,1964,Rita Tushingham,Female,United Kingdom,biker
No. 1 of the Secret Service,tt0076475,1977,Nicky Henson,Male,United Kingdom,agent
Dark Places,tt0071391,1974,Christopher Lee,Male,United Kingdom,dr.
Corruption,tt0061520,1968,Peter Cushing,Male,United Kingdom,fashion model
Frankenstein and the Monster from Hell,tt0071519,1974,Peter Cushing,Male,United Kingdom,dr.
The Deadly Affair,tt0061556,1967,James Mason,Male,United Kingdom,official
No Blade of Grass,tt0066154,1970,Nigel Davenport,Male,United Kingdom,scientist
One of Our Dinosaurs Is Missing,tt0075016,1975,Derek Nimmo,Male,United Kingdom,chauffeur
The Legend of the 7 Golden Vampires,tt0070297,1974,Peter Cushing,Male,United Kingdom,professor
Take a Girl Like You,tt0066436,1970,Hayley Mills,Female,United Kingdom,career
Schizo,tt0076670,1976,Lynne Frederick,Female,United Kingdom,skater
Carry on Behind,tt0072764,1975,Elke Sommer,Female,United Kingdom,professor
Hands of the Ripper,tt0067176,1971,Eric Porter,Male,United Kingdom,dr.
The Blood Beast Terror,tt0061411,1968,Peter Cushing,Male,United Kingdom,detective
Symptoms,tt0072239,1974,Angela Pleasence,Female,United Kingdom,writer
The Uncanny,tt0076853,1977,Peter Cushing,Male,United Kingdom,writer
Frankenstein Must Be Destroyed,tt0065738,1969,Peter Cushing,Male,United Kingdom,doctor
The Third Secret,tt0058649,1964,Stephen Boyd,Male,United Kingdom,commentator
Mahler,tt0071797,1974,Robert Powell,Male,United Kingdom,composer
The Ghoul,tt0073042,1975,Peter Cushing,Male,United Kingdom,dr.
Sweeney 2,tt0078351,1978,John Thaw,Male,United Kingdom,detective
The Girl from Rio,tt0062808,1969,Shirley Eaton,Female,United Kingdom,leader
The Terrorists,tt0073796,1974,Sean Connery,Male,United Kingdom,ambassador
Tales That Witness Madness,tt0070770,1973,Jack Hawkins,Male,United Kingdom,dr.
Queen Kong,tt0075113,1976,Robin Askwith,Male,United Kingdom,king
Ned Kelly,tt0066130,1970,Mick Jagger,Male,United Kingdom,bushranger
The Trojan Women,tt0067881,1971,Katharine Hepburn,Female,United Kingdom,messenger
When Eight Bells Toll,tt0067976,1971,Anthony Hopkins,Male,United Kingdom,agent
Stardust,tt0072201,1974,David Essex,Male,United Kingdom,manager
Loot,tt0066002,1970,Richard Attenborough,Male,United Kingdom,inspector
"Growing Up: A New Approach to Sex Education, No. 1",tt0405952,1971,Martin Cole,Male,United Kingdom,narrator
The Phantom of the Opera,tt0056347,1962,Herbert Lom,Male,United Kingdom,professor
The Thirty Nine Steps,tt0078389,1978,Robert Powell,Male,United Kingdom,engineer
Secret Ceremony,tt0063571,1968,Elizabeth Taylor,Female,United Kingdom,prostitute
Herostratus,tt0061761,1967,Michael Gothard,Male,United Kingdom,poet
Connecting Rooms,tt0066943,1970,Bette Davis,Female,United Kingdom,songwriter
Her Private Hell,tt0219769,1968,Lucia Modugno,Female,United Kingdom,model
Morgan!,tt0060714,1966,David Warner,Male,United Kingdom,artist
Alice in Wonderland,tt0060089,1966,Anne-Marie Mallik,Female,United Kingdom,cook
The Riddle of the Sands,tt0079808,1979,Michael York,Male,United Kingdom,official
The Running Man,tt0057463,1963,Laurence Harvey,Male,United Kingdom,rancher
Tiffany Jones,tt0070802,1973,Anouska Hempel,Female,United Kingdom,model
The Royal Hunt of the Sun,tt0064907,1969,Robert Shaw,Male,United Kingdom,leader
Black Beauty,tt0066834,1971,Mark Lester,Male,United Kingdom,farmer
The Skull,tt0059727,1965,Peter Cushing,Male,United Kingdom,dr.
The Brute,tt0246469,1977,Sarah Douglas,Female,United Kingdom,shepherd
Absolution,tt0081975,1978,Richard Burton,Male,United Kingdom,master
Carry on Up the Jungle,tt0065525,1970,Frankie Howerd,Male,United Kingdom,professor
The Face of Fu Manchu,tt0059162,1965,Christopher Lee,Male,United Kingdom,dr.
Zeppelin,tt0068014,1971,Michael York,Male,United Kingdom,officer
Live Now - Pay Later,tt0056189,1962,Ian Hendry,Male,United Kingdom,salesman
Custer of the West,tt0062844,1967,Robert Shaw,Male,United Kingdom,officer
Privilege,tt0062155,1967,Paul Jones,Male,United Kingdom,singer
The Entertainer,tt0053796,1960,Laurence Olivier,Male,United Kingdom,performer
The Man Who Haunted Himself,tt0066053,1970,Roger Moore,Male,United Kingdom,director
Crucible of Terror,tt0066958,1971,Mike Raven,Male,United Kingdom,artist
Girls Come First,tt0187065,1975,John Hamill,Male,United Kingdom,artist
The Flesh and the Fiends,tt0052811,1960,Peter Cushing,Male,United Kingdom,dr.
Big Zapper,tt0069785,1973,Linda Marlowe,Female,United Kingdom,detective
Smokescreen,tt0058596,1964,Peter Vaughan,Male,United Kingdom,investigator
Invasion,tt0060544,1965,Edward Judd,Male,United Kingdom,dr.
A Kind of Loving,tt0056141,1962,Alan Bates,Male,United Kingdom,typist
Prehistoric Women,tt0062150,1967,Martine Beswick,Female,United Kingdom,mate
The Amorous Adventures of Moll Flanders,tt0058905,1965,Kim Novak,Female,United Kingdom,servant
Hamlet,tt0064400,1969,Nicol Williamson,Male,United Kingdom,king
Incense for the Damned,tt0065887,1971,Patrick Macnee,Male,United Kingdom,military attaché
Love Among the Ruins,tt0073310,1975,Katharine Hepburn,Female,United Kingdom,actress
King & Country,tt0058263,1964,Dirk Bogarde,Male,United Kingdom,officer
The Plank,tt0062133,1967,Tommy Cooper,Male,United Kingdom,workman
Legend of the Werewolf,tt0073275,1975,Peter Cushing,Male,United Kingdom,professor
A Dandy in Aspic,tt0062859,1968,Laurence Harvey,Male,United Kingdom,agent
The Trygon Factor,tt0061124,1966,Stewart Granger,Male,United Kingdom,superintendent
The Lost Continent,tt0063240,1968,Eric Porter,Male,United Kingdom,prayer
Kama Sutra: A Tale of Love,tt0116743,1996,Indira Varma,Female,United Kingdom,servant
Aliens,tt0090605,1986,Sigourney Weaver,Female,United Kingdom,officer
Trainspotting,tt0117951,1996,Ewan McGregor,Male,United Kingdom,dealer
Labyrinth,tt0091369,1986,David Bowie,Male,United Kingdom,king
Evil Under the Sun,tt0083908,1982,Peter Ustinov,Male,United Kingdom,detective
Notting Hill,tt0125439,1999,Julia Roberts,Female,United Kingdom,actress
The English Patient,tt0116209,1996,Ralph Fiennes,Male,United Kingdom,cartographer
A View to a Kill,tt0090264,1985,Roger Moore,Male,United Kingdom,industrialist
eXistenZ,tt0120907,1999,Jennifer Jason Leigh,Female,United Kingdom,designer
Thelma & Louise,tt0103074,1991,Susan Sarandon,Female,United Kingdom,salesman
The Lover,tt0101316,1992,Jeanne Moreau,Female,United Kingdom,narrator
Naked,tt0107653,1993,David Thewlis,Male,United Kingdom,brewer
Octopussy,tt0086034,1983,Roger Moore,Male,United Kingdom,seller
For Your Eyes Only,tt0082398,1981,Roger Moore,Male,United Kingdom,minister
Return to Oz,tt0089908,1985,Fairuza Balk,Female,United Kingdom,king
The Elephant Man,tt0080678,1980,Anthony Hopkins,Male,United Kingdom,dr.
Earth Girls Are Easy,tt0097257,1988,Geena Davis,Female,United Kingdom,doctor
Tank Girl,tt0114614,1995,Lori Petty,Female,United Kingdom,mechanic
Out of Africa,tt0089755,1985,Meryl Streep,Female,United Kingdom,author
Never Say Never Again,tt0086006,1983,Sean Connery,Male,United Kingdom,agent
The Secret Garden,tt0108071,1993,Kate Maberly,Female,United Kingdom,manor
Clash of the Titans,tt0082186,1981,Laurence Olivier,Male,United Kingdom,queen
101 Dalmatians,tt0115433,1996,Glenn Close,Female,United Kingdom,taxidermist
Sophie's Choice,tt0084707,1982,Meryl Streep,Female,United Kingdom,professor
Drop Dead Fred,tt0101775,1991,Phoebe Cates,Female,United Kingdom,court reporter
The Remains of the Day,tt0107943,1993,John Haycraft,Male,United Kingdom,auctioneer
A Fish Called Wanda,tt0095159,1988,John Cleese,Male,United Kingdom,career
The Witches,tt0100944,1990,Anjelica Huston,Female,United Kingdom,leader
Emma,tt0116191,1996,Gwyneth Paltrow,Female,United Kingdom,governess
The Full Monty,tt0119164,1997,Robert Carlyle,Male,United Kingdom,security guard
Damage,tt0104237,1992,Jeremy Irons,Male,United Kingdom,dr.
Maurice,tt0093512,1987,James Wilby,Male,United Kingdom,teacher
Sliding Doors,tt0120148,1998,Gwyneth Paltrow,Female,United Kingdom,public relations
Entrapment,tt0137494,1999,Sean Connery,Male,United Kingdom,career
Velvet Goldmine,tt0120879,1998,Ewan McGregor,Male,United Kingdom,career
French Kiss,tt0113117,1995,Meg Ryan,Female,United Kingdom,history teacher
Shallow Grave,tt0111149,1994,Kerry Fox,Female,United Kingdom,miller
The Straight Story,tt0166896,1999,Sissy Spacek,Female,United Kingdom,doctor
Victor/Victoria,tt0084865,1982,Julie Andrews,Female,United Kingdom,performer
Hamlet,tt0116477,1996,Rizz Abbasi,Male,United Kingdom,attendant
Withnail & I,tt0094336,1987,Richard E. Grant,Male,United Kingdom,acting
The Meaning of Life,tt0085959,1983,Graham Chapman,Male,United Kingdom,chairman
Hellbound: Hellraiser II,tt0095294,1988,Clare Higgins,Female,United Kingdom,assistant
Mona Lisa,tt0091538,1986,Bob Hoskins,Male,United Kingdom,driver
First Knight,tt0113071,1995,Sean Connery,Male,United Kingdom,king
Aria,tt0092580,1987,Theresa Russell,Female,United Kingdom,king
The Last Seduction,tt0110308,1994,Linda Fiorentino,Female,United Kingdom,manager
Appointment with Death,tt0094669,1988,Peter Ustinov,Male,United Kingdom,detective
Following,tt0154506,1998,Jeremy Theobald,Male,United Kingdom,writer
Rock-A-Doodle,tt0102802,1991,Phil Harris,Male,United Kingdom,narrator
Under Suspicion,tt0105691,1991,Liam Neeson,Male,United Kingdom,detective
Wuthering Heights,tt0104181,1992,Juliette Binoche,Female,United Kingdom,servant
Orlando,tt0107756,1992,Tilda Swinton,Female,United Kingdom,queen
Saturn 3,tt0079285,1980,Farrah Fawcett,Female,United Kingdom,monitor
Valmont,tt0098575,1989,Colin Firth,Male,United Kingdom,king
Impromptu,tt0102103,1991,Judy Davis,Female,United Kingdom,writer
Immortal Beloved,tt0110116,1994,Gary Oldman,Male,United Kingdom,assistant
Reversal of Fortune,tt0100486,1990,Glenn Close,Female,United Kingdom,narrator
Shag,tt0098300,1988,Phoebe Cates,Female,United Kingdom,agent
Human Traffic,tt0188674,1999,John Simm,Male,United Kingdom,senior
Gods and Monsters,tt0120684,1998,Ian McKellen,Male,United Kingdom,director
The Pillow Book,tt0114134,1996,Vivian Wu,Female,United Kingdom,model
Whore,tt0103253,1991,Theresa Russell,Female,United Kingdom,prostitute
The Portrait of a Lady,tt0117364,1996,Nicole Kidman,Female,United Kingdom,archer
Eye of the Beholder,tt0120662,1999,Ewan McGregor,Male,United Kingdom,agent
Sahara,tt0086232,1983,Brooke Shields,Female,United Kingdom,heiress
Shirley Valentine,tt0098319,1989,Pauline Collins,Female,United Kingdom,servant
The Hawk,tt0107088,1993,Daryl Webster,Male,United Kingdom,driver
Slaughter High,tt0091969,1986,Caroline Munro,Female,United Kingdom,jester
The Mirror Crack'd,tt0081163,1980,Angela Lansbury,Female,United Kingdom,brewster
Virus,tt0120458,1999,Jamie Lee Curtis,Female,United Kingdom,baker
"Rita, Sue and Bob Too",tt0091859,1987,Michelle Holmes,Female,United Kingdom,teacher
Mi vida loca,tt0107566,1993,Angel Aviles,Female,United Kingdom,drug dealer
Merry Christmas Mr. Lawrence,tt0085933,1983,David Bowie,Male,United Kingdom,guard
Death and the Maiden,tt0109579,1994,Sigourney Weaver,Female,United Kingdom,lawyer
Lady Jane,tt0091374,1986,Helena Bonham Carter,Female,United Kingdom,queen
The End of the Affair,tt0172396,1999,Ralph Fiennes,Male,United Kingdom,novelist
Once Upon a Forest,tt0107745,1993,Michael Crawford,Male,United Kingdom,teacher
Bloodbath at the House of Death,tt0086981,1984,Kenny Everett,Male,United Kingdom,dr.
Mrs. Brown,tt0119280,1997,Judi Dench,Female,United Kingdom,queen
Doctor Who: The Movie,tt0116118,1996,Paul McGann,Male,United Kingdom,doctor
Gregory's Girl,tt0082477,1980,John Gordon Sinclair,Male,United Kingdom,goalkeeper
Emma,tt0118308,1996,Kate Beckinsale,Female,United Kingdom,governess
The French Lieutenant's Woman,tt0082416,1981,Meryl Streep,Female,United Kingdom,prostitute
Romeo Is Bleeding,tt0107983,1993,Gary Oldman,Male,United Kingdom,detective
The Boyfriend School,tt0099450,1990,Shelley Long,Female,United Kingdom,novelist
Edward II,tt0101798,1991,Steven Waddington,Male,United Kingdom,king
Cry Freedom,tt0092804,1987,Josette Simon,Female,United Kingdom,dr.
Richard III,tt0114279,1995,Christopher Bowen,Male,United Kingdom,king
Anna Karenina,tt0118623,1997,Sophie Marceau,Female,United Kingdom,senior
Link,tt0091415,1986,Elisabeth Shue,Female,United Kingdom,assistant
The Sheltering Sky,tt0100594,1990,Debra Winger,Female,United Kingdom,doctor
Fierce Creatures,tt0119115,1997,John Cleese,Male,United Kingdom,director
The Scarlet Pimpernel,tt0084637,1982,Anthony Andrews,Male,United Kingdom,actress
Get Real,tt0162973,1998,Ben Silverstone,Male,United Kingdom,model
Close My Eyes,tt0101595,1991,Alan Rickman,Male,United Kingdom,career
Life Is Sweet,tt0100024,1990,Alison Steadman,Female,United Kingdom,restaurant
An Angel at My Table,tt0099040,1990,Kerry Fox,Female,United Kingdom,author
Thirteen at Dinner,tt0090156,1985,Peter Ustinov,Male,United Kingdom,detective
Clockwise,tt0090852,1986,John Cleese,Male,United Kingdom,headmaster
Backbeat,tt0106339,1994,Sheryl Lee,Female,United Kingdom,photographer
How to Get Ahead in Advertising,tt0097531,1989,Richard E. Grant,Male,United Kingdom,executive
The Baby of Mâcon,tt0106335,1993,Julia Ormond,Female,United Kingdom,actress
I.D.,tt0113375,1995,Reece Dinsdale,Male,United Kingdom,officer
Priest,tt0110889,1994,Linus Roache,Male,United Kingdom,housekeeper
Hideous Kinky,tt0136244,1998,Kate Winslet,Female,United Kingdom,master
Agatha Christie's Miss Marple: The Murder at the Vicarage,tt0170266,1986,Joan Hickson,Female,United Kingdom,detective
The BFG,tt0096866,1989,David Jason,Male,United Kingdom,queen
Condorman,tt0082199,1981,Michael Crawford,Male,United Kingdom,cartoonist
The Bride,tt0088851,1985,Sting,Male,United Kingdom,mate
No Child of Mine,tt0119795,1997,Brooke Kinsella,Female,United Kingdom,construction worker
Mary Reilly,tt0117002,1996,Julia Roberts,Female,United Kingdom,maid
Firelight,tt0119125,1997,Sophie Marceau,Female,United Kingdom,governess
Nuns on the Run,tt0100280,1990,Eric Idle,Male,United Kingdom,attendant
Paperhouse,tt0098061,1988,Charlotte Burke,Male,United Kingdom,doctor
Half Moon Street,tt0091164,1986,Sigourney Weaver,Female,United Kingdom,dr.
Absolute Beginners,tt0090585,1986,Patsy Kensit,Female,United Kingdom,designer
Alice Through the Looking Glass,tt0167758,1998,Kate Beckinsale,Female,United Kingdom,queen
Clockwatchers,tt0118866,1997,Toni Collette,Female,United Kingdom,actress
Tea with Mussolini,tt0120857,1999,Cher,Female,United Kingdom,matron
White Mischief,tt0094317,1987,Sarah Miles,Female,United Kingdom,heiress
Besieged,tt0149723,1998,Thandiwe Newton,Female,United Kingdom,school teacher
Dr. Jekyll and Ms. Hyde,tt0112895,1995,Sean Young,Female,United Kingdom,assistant
Mr. Toad's Wild Ride,tt0118172,1996,Steve Coogan,Male,United Kingdom,driver
The Hound of the Baskervilles,tt0095330,1988,Jeremy Brett,Male,United Kingdom,master
Agatha Christie's Miss Marple: They Do It with Mirrors,tt0103078,1991,Joan Hickson,Female,United Kingdom,manor
Still Crazy,tt0149151,1998,Stephen Rea,Male,United Kingdom,keyboardist
Slipstream,tt0098350,1989,Bob Peck,Male,United Kingdom,leader
The Princess and the Goblin,tt0107875,1991,Joss Ackland,Male,United Kingdom,king
